id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,40,91,7,2018-02-15,0.07,31,364,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,1,2015-06-20,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,423,75,17,2021-06-04,0.18,11,267,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,254,1,389,2024-06-17,3.55,3,311,66,STR-398048
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,219,1,160,2024-06-11,1.49,87,362,14,STR-441249
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,4,2016-10-31,0.04,31,365,0,
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,,Mission Hill,42.33245,-71.10642,Private room,,91,0,,,1,0,0,
4630071,Charming studio,12165186,Masha,,Brighton,42.34341,-71.15451,Entire home/apt,60,91,19,2024-05-31,0.22,3,181,3,
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34765,-71.15509,Entire home/apt,343,2,184,2024-06-16,1.58,2,249,19,STR-470547
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.2563,-71.12762,Entire home/apt,,29,107,2024-04-17,0.96,1,250,6,STR-544913
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35914,-71.13348,Private room,,91,3,2018-06-19,0.03,5,0,0,
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.35111,-71.16529,Private room,75,91,27,2023-12-31,0.24,1,326,1,
4755586,One Sweet Place (A) managed by Andrea,24532370,Andrea,,Mattapan,42.27667,-71.08169,Private room,29,30,23,2024-04-07,0.30,4,229,4,STR-416068
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,,91,5,2015-10-25,0.05,1,0,0,
4765070,Studio w/ private entrance and bathroom,24584716,Katty,,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire home/apt,98,29,426,2024-06-01,3.69,1,117,33,STR-545228
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.34838,-71.13163,Entire home/apt,99,250,346,2023-08-28,3.00,2,40,1,STR-415702
4995033,Modern Beacon Hill 2 Bedroom,11206328,Natasha,,West End,42.36122,-71.06629,Entire home/apt,,2,144,2024-06-16,1.30,1,1,21,STR-522925
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33257,-71.02959,Entire home/apt,375,3,206,2024-06-01,1.82,1,36,20,STR-536179
5047340,Spacious Family-Friendly Townhome Near Harvard,10250028,Michelle,,Allston,42.35779,-71.13347,Entire home/apt,490,1,292,2024-06-10,3.15,2,31,48,STR-411261
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31124,-71.06551,Private room,85,29,41,2023-06-18,0.36,2,365,0,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31327,-71.10811,Private room,70,30,34,2024-05-11,0.31,2,233,4,STR-416301
5054601,"Large room with view on Downtown, 27 Dexter Street",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,71,5,188,2024-05-25,1.66,5,77,15,STR-524662
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,Roxbury,42.34041,-71.08384,Entire home/apt,600,29,100,2020-12-27,0.93,3,318,0,Exempt: This listing is a unit used for furnished institutional or business stays
5124835,Massive Loft in Downtown Boston,18252139,Steven,,Leather District,42.35217566418068,-71.05775148697487,Entire home/apt,529,3,8,2024-05-27,1.75,1,41,8,STR-542679
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,,Jamaica Plain,42.30542,-71.10409,Entire home/apt,194,2,426,2024-06-12,3.73,1,170,63,STR-446628
5203538,Beautiful Townhouse Boston's South End,26917979,Jim,,South End,42.34024,-71.07483,Entire home/apt,900,5,29,2024-06-08,0.26,1,102,10,STR-470244
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,39,91,6,2019-11-01,0.06,31,365,0,
5364137,Studio Condo by Airport and T Station,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,,60,85,2023-03-19,0.75,2,0,0,
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,,Dorchester,42.31163,-71.06351,Entire home/apt,,29,264,2023-08-16,2.53,2,181,1,
5434353,Quiet  Beauty in Boston,9658771,Anthony,,Roslindale,42.28629,-71.13839,Entire home/apt,155,29,25,2021-04-30,0.23,2,284,0,STR-445527
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38455,-71.00217,Entire home/apt,,91,26,2016-11-13,0.26,1,0,0,
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,2,2016-08-30,0.02,31,365,0,
5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33211,-71.09842,Entire home/apt,338,3,185,2024-06-07,1.68,5,100,28,STR446658
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,,Roxbury,42.3285,-71.09608,Entire home/apt,179,3,129,2024-05-10,1.14,5,81,2,STR-446656
5581575,Private Entrance * King Beds * Parking * Kid Ready,28766987,Kathy,,Back Bay,42.34628,-71.08064,Entire home/apt,275,29,211,2024-02-02,2.18,1,136,4,STR-400453
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,147,1,153,2023-11-04,1.40,87,207,6,STR-441252
5726250,Boston at your doorstep!,29688938,Heather And Mike,,Charlestown,42.38118,-71.06073,Entire home/apt,575,3,31,2023-08-13,0.28,1,81,3,STR-526971
5738018,Sunny Two-Bedroom in Boston,7302835,Samuel,,Jamaica Plain,42.32448,-71.10664,Entire home/apt,,91,0,,,1,0,0,
5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,242,29,150,2023-09-17,1.40,87,293,2,STR-463181
5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,29,310,2024-03-02,2.82,87,74,16,STR-463180
5775139,Large room located in Allston,29963974,Nesli,,Allston,42.35211,-71.13178,Private room,,91,0,,,1,0,0,
5781926,City sanctuary - garden terrace - ocean view,29573894,Amy,,South Boston,42.33286,-71.04506,Entire home/apt,250,3,85,2024-06-13,1.02,1,335,22,STR-398153
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,330,3,286,2024-06-17,2.63,1,47,25,STR-388064
5813177,Sunny 1BR for Summer,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,,91,0,,,1,0,0,
5856633,Condo overlooking Boston Harbour,30408736,Kate,,South Boston,42.33284,-71.04685,Entire home/apt,,91,1,2016-05-13,0.01,1,0,0,
5870922,The Nantucket Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,73,3,350,2024-06-07,3.13,5,93,33,STR-383892
5884429,"Two Rooms, Private Bath, AC",15396970,Linda,,Roslindale,42.28516,-71.13772,Private room,59,31,112,2022-08-17,1.01,2,52,0,STR-396424
5919529,Great location! 3 BD single fam. Kid-friendly.,24196977,Jenny,,Back Bay,42.35009,-71.07023,Entire home/apt,568,91,14,2016-04-22,0.13,1,118,0,
5932402,South End Condo,2221632,Tad,,South End,42.34459,-71.06999,Private room,,91,0,,,1,0,0,
5967421,The Meditation Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,69,75,177,2024-05-21,1.59,5,185,4,
5974886,Serene home w private parking & easy MBTA access,23856705,Christina,,Dorchester,42.32426,-71.05869,Entire home/apt,229,2,19,2024-06-05,0.17,1,5,14,STR-455594
6066455,Large 3.5 BR|2 BA Penthouse Duplex,9410008,Jason,,Beacon Hill,42.35964,-71.07094,Entire home/apt,1071,7,202,2024-06-07,1.84,19,192,11,STR-441399
6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,28662210,Terry,,Roxbury,42.32966,-71.09597,Entire home/apt,176,3,132,2024-05-23,1.18,5,93,18,STR-446654
6131224,Hidden Gem in Boston: Long Term 1 Month + Only,7303930,Lawrence,,Hyde Park,42.2619,-71.11315,Entire home/apt,110,29,25,2020-09-01,0.23,1,243,0,
6179374,Harvard Boston University MIT,30489899,Home On Blaine,,Allston,42.35483,-71.13694,Private room,,91,7,2022-12-23,0.07,5,294,0,STR-404592
6214710,Small studio in GREAT location,27608437,M,,Back Bay,42.35262,-71.07899,Entire home/apt,115,91,57,2019-07-06,0.53,1,212,0,
6227976,Safe Quiet Neighborhood by Harvard,32304279,Charles And Grace,,Allston,42.35848,-71.12972,Private room,250,2,3,2016-10-19,0.03,2,90,0,STR-416314
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.31583,-71.11448,Private room,129,2,343,2024-06-17,3.22,1,55,65,STR-411564
6248970,Spacious room convenient to subway,32449720,Shawn,,Jamaica Plain,42.31984,-71.10569,Private room,65,3,293,2024-05-31,2.65,1,19,21,STR-529435
6261296,"Free parking, 1 private room, 1 queen Bed",7614614,Yedan,,West Roxbury,42.28951,-71.15657,Private room,60,3,108,2024-05-31,0.98,2,13,2,STR-397953
6377998,"Family friendly Victorian home, walk to T",987917,Helder,,Jamaica Plain,42.31584,-71.09932,Entire home/apt,350,29,41,2023-08-28,0.38,1,231,3,STR-416102
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,140,29,84,2023-09-02,0.76,6,197,1,
6465075,Spacious 5BR Condo w/parking near METRO,635157,Catlin,,Jamaica Plain,42.29828,-71.11048,Entire home/apt,,3,205,2024-06-09,1.86,1,315,29,STR-445893
6489209,"Large room, excellent access, 27 Dexter Street",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,69,5,111,2024-06-03,1.01,5,59,18,STR-524662
6544267,Urban Oasis / Apartment perfect for work & create,34227346,Kai,,Roxbury,42.32932,-71.08925,Entire home/apt,162,3,87,2024-05-27,1.15,1,279,17,STR-546631
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28411,-71.11693,Private room,50,29,15,2024-05-01,0.14,3,208,2,
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.34791,-71.04196,Private room,,29,224,2020-03-12,2.03,2,365,0,STR-416477
6646604,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,,Brighton,42.34118,-71.14678,Entire home/apt,195,29,37,2023-12-31,0.34,27,180,4,Exempt: This listing is a unit used for furnished institutional or business stays
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37639,-71.06389,Entire home/apt,,91,24,2019-08-13,0.22,1,0,0,
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.34991,-71.06164,Entire home/apt,,91,9,2024-03-09,0.08,1,13,1,
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,148,1,252,2024-04-28,2.30,87,263,32,STR-441260
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,158,1,153,2024-05-26,1.74,87,339,18,LB-101763
6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,147,29,159,2023-05-13,1.80,87,184,0,STR-463178
6759004,Stylish & Comfortable Newbury St Studio; #10,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,337,1,259,2024-06-15,2.40,87,268,16,STR-445402
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,197,1,105,2024-05-31,1.22,87,360,21,STR-441244
6762011,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,147,1,144,2024-05-27,1.54,87,214,14,LB-101763
6763409,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,327,29,258,2023-11-30,2.44,87,287,16,STR-463182
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,,Dorchester,42.31392,-71.06137,Entire home/apt,160,2,103,2024-06-02,1.56,3,306,23,STR-547060
6793945,Stylish South End Apartment,35331408,Andrew,,South End,42.33768,-71.07624,Entire home/apt,,29,111,2024-04-17,1.02,1,0,2,
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,11,2016-09-21,0.11,31,365,0,
6810723,"South End Studio, Ideal for Boston Travelers..# 23",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,145,1,135,2024-06-09,1.59,87,276,10,STR-441255
6819620,Renovated Parking EZ to downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,5,2017-11-23,0.05,31,365,0,
6843795,A Fenway Getaway,23249169,Helen,,Fenway,42.34512,-71.09479,Entire home/apt,185,91,98,2019-10-14,0.90,1,51,0,
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,199,1,217,2024-06-09,2.04,87,350,38,STR-441245
6851460,"Stylish Studio in Boston Brownstone, C.Ave# 21",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,279,1,135,2024-06-21,1.28,87,357,19,STR-441240
6862594,"Beautiful Home in Jamaica Plain, MA",10608570,Edward,,Jamaica Plain,42.31927,-71.11325,Private room,,91,0,,,1,0,0,
6879036,Stylish Studio on Newbury St; #3,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,337,1,260,2024-05-21,2.49,87,259,13,STR-445394
6882615,"City Living with a View, Newbury St; #4",22348222,Maverick,,Back Bay,42.34979,-71.08262,Entire home/apt,344,1,296,2024-04-20,2.83,87,247,20,STR-445396
6908525,"Stylish Studio on Newbury St, THIS IS BOSTON!; #12",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,245,29,239,2023-11-22,2.19,87,260,5,STR-445404
6914155,Spacious bedroom close to downtown,36234262,Kimberly,,Dorchester,42.315,-71.0564,Private room,,91,0,,,1,0,0,
6914622,"Exquisite Treetop Haven, JP Center, Driveway!",36238599,Julie,,Jamaica Plain,42.30849,-71.11721,Entire home/apt,304,29,59,2023-11-09,0.54,1,282,5,STR-445548
6921672,French Country 2bd/2bth Heart of JP,36278389,Jessica,,Jamaica Plain,42.32132,-71.10957,Entire home/apt,,91,1,2016-08-08,0.01,1,0,0,
7018497,2 Bedroom in the heart of Boston,25960013,George,,North End,42.367,-71.05764,Entire home/apt,,91,6,2015-10-07,0.06,1,0,0,
7053454,Basement apartment in Charlestown,36992931,Ryan,,Charlestown,42.38239,-71.06393,Private room,200,91,8,2016-07-29,0.07,1,365,0,
7054912,North Station Luxury Apartment!,6223931,Richard,,Downtown,42.36478,-71.06122,Entire home/apt,,91,2,2015-07-09,0.02,1,0,0,
7086825,Private Room near public transport,34552909,Barrie,,Roslindale,42.28249,-71.1146,Private room,50,29,22,2022-11-01,0.20,3,336,0,
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,7,2017-05-01,0.06,31,365,0,
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,6,2017-06-21,0.06,31,365,0,
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Minter,,Dorchester,42.29325,-71.05707,Private room,55,29,154,2023-09-30,1.46,3,0,1,STR-397983
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Minter,,Dorchester,42.29348,-71.05569,Private room,106,29,240,2023-12-01,2.20,3,292,2,STR-397983
7279874,One Bedroom right by Fenway Park,2800145,Pragya,,Fenway,42.34687,-71.09051,Entire home/apt,,91,15,2018-06-24,0.14,1,0,0,
7281884,Charming urban studio,25742899,Tyree,,Roxbury,42.31236,-71.08133,Entire home/apt,,91,103,2017-08-22,0.95,1,0,0,STR-564649
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susan,,Jamaica Plain,42.31572,-71.10847,Entire home/apt,98,2,338,2024-06-18,3.14,2,17,51,STR-460147
7298966,"Quiet, sunny studio, directly on the T",31289781,Dustin,,Brighton,42.343,-71.14416,Entire home/apt,60,80,12,2024-05-25,0.14,1,161,2,
7308623,Beautiful Apartment in Beacon Hill,36811327,Carolyn,,West End,42.36207,-71.06885,Private room,,91,1,2016-04-18,0.01,1,0,0,
7310887,"Spacious 3 bed, in unit laundry, central Air",38302832,Joel,,Brighton,42.34532,-71.13829,Entire home/apt,277,3,252,2024-06-06,2.33,1,114,23,STR-532114
7330494,Private apartment /parking/cozy garden. STR-398119,38403389,Katarzyna,,South Boston,42.33053,-71.05388,Entire home/apt,180,4,491,2024-06-09,4.52,1,238,59,STR-398119
7333304,Private Bedroom,38420785,Dawn,,Charlestown,42.38071,-71.07037,Private room,,91,0,,,1,0,0,
7474044,Stylish & Comfortable Newbury St Studio; #5,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,280,1,148,2024-06-15,1.53,87,286,16,STR-445397
7474855,Stylish & Comfortable Newbury St Studio; #11,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,295,1,260,2024-05-27,2.61,87,287,27,STR-445403
7475052,"Comfortable Studio in Back Bay, on Newbury St; #7",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,220,1,226,2024-05-19,2.29,87,292,24,STR-445399
7475215,Comfortable & Stylish Studio on Newbury St; #2,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,280,1,216,2024-06-21,2.03,87,253,19,STR-445393
7475379,Stylish & Comfortable Newbury St Studio; #6,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,295,1,259,2024-06-16,2.49,87,262,13,STR-445403
7475573,Charming Studio on Boston's iconic Newbury St; #8,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,295,1,324,2024-06-16,3.32,87,260,63,STR-445400
7476340,"Charming Studio in Boston Brownstone, #44",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,147,1,152,2024-06-15,1.73,87,255,14,LB-101763
7479725,Sunny bedroom in Allston,17892292,Marlene,,Allston,42.35976,-71.13372,Private room,,91,13,2016-11-12,0.12,5,0,0,
7482195,Private room near bus stop,34552909,Barrie,,Roslindale,42.28413,-71.11671,Private room,50,29,7,2023-06-03,0.08,3,281,0,
7499960,Safe Central City Location! WalkToWork/Everywhere!,9529655,Suzanne,,Fenway,42.35105,-71.09488,Entire home/apt,235,91,15,2021-07-24,0.14,4,362,0,
7511737,Spacious South End Studio w/Boston View #7,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,197,29,247,2023-11-15,2.33,87,286,13,STR-463185
7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,147,29,234,2023-12-15,2.22,87,206,16,STR-463179
7513906,Charming & Stylish Studio on Beacon Hill; #6,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,219,29,225,2023-11-15,2.13,87,292,16,STR-463199
7514024,"Downtown Beacon Hill Convenient, Comfy Studio #14",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,348,29,190,2023-11-09,2.17,87,279,7,STR-463213
7514336,Charming & Stylish Studio on Beacon Hill; #11,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,219,1,177,2024-05-06,1.81,87,289,10,STR-415628
7527149,Stunning Beacon Hill Boston Townhouse Apartment,10502779,Peter,,Beacon Hill,42.35623,-71.07023,Entire home/apt,721,4,141,2024-06-12,1.31,1,143,30,STR-410129
7531700,Charming & Stylish Studio on Beacon Hill; #3,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,343,1,193,2024-05-12,1.80,87,268,13,STR-415616
7575052,Sunny and Quiet top floor #8,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,125,30,91,2024-06-08,0.84,6,331,4,
7611271,Spacious 4 BR | 2.5 BA Single-Family Home,953185,Katie,,South Boston,42.333,-71.03544,Entire home/apt,355,29,120,2023-08-23,1.11,1,134,1,STR-399169
7618925,Modern Classic Boston Brownstone by LMA & T,11228809,Jonathan,,Roxbury,42.32936,-71.09328,Entire home/apt,966,2,3,2016-10-09,0.03,6,9,0,STR-443395
7635616,Charming & Stylish Studio on Beacon Hill; #9,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,339,1,303,2024-06-15,2.89,87,266,27,STR-463202
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Shannon,,Longwood Medical Area,42.34218,-71.10698,Entire home/apt,,91,0,,,1,0,0,
7692933,Perfect for 1,9508341,Phyllis,,Brighton,42.35642,-71.16411,Private room,85,29,319,2023-06-02,2.96,1,325,0,STR-405969
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,279,1,162,2024-06-02,1.67,87,354,26,STR-441251
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,147,1,160,2024-06-16,1.81,87,237,30,STR-441256
7713815,Charming & Stylish Studio on Beacon Hill; #2,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,276,1,192,2024-06-20,2.00,87,277,22,STR-415615
7728499,Charming & Stylish Studio on Beacon Hill; #8,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,292,1,358,2024-06-09,3.35,87,246,44,STR-415624
